Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
AllCall,S5500,S5500,1939MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Alldocube,U1005,U1005,3921MB,Tablet,Mediatek MT8176A,1600x2560,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Alldocube,U1005E,U1005E,3921MB,Tablet,Mediatek MT8176A,2560x1600,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Alldocube,U63PLUS,U63PLUS,1953MB,Phone,Mediatek MT6580,1280x800,240,armeabi-v7a;armeabi,27,2.0
Alldocube,T1001,T1001,1860MB,Tablet,Mediatek MT6753,1920x1200,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Allducube,T1001,T1001,1871MB,Tablet,Mediatek MT6753,1920x1200,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,Viva H801,Viva_H801,960MB,Tablet,Mediatek MT8321,1280x800,213,armeabi-v7a;armeabi,22,2.0
AllView,P5 Pro,P5_Pro,928MB,Phone,Mediatek MT6735M,480x854,240,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,P6_Energy,P6_Energy,954-956MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19;21,2.0
AllView,X5_Soul,X5_Soul,3772MB,Phone,Mediatek MT6737,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
AllView,V2 Viper S,V2_Viper_S,2893-2916MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.1
AllView,A5 Ready,A5_Ready,967-968MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,22;23,2.0
AllView,Viva 1001G,Viva_1001G,964MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,23,2.0
AllView,A6 Lite,A6_Lite,972MB,Phone,Mediatek MT6752,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,P9 Life,P9_Life,1864MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,X4 Soul Infinity SV,X4_Soul_Infinity_SV,2816MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,A10 Plus,A10_Plus,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
AllView,X4 Soul Infinity Z,X4_Soul_Infinity_Z,3832MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,X4 Soul Infinity Z,X4_Soul_Infinity_ZV,3826MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,X4 Soul Xtreme,X4_Soul_Xtreme,3851MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,P10 Mini,P10_Mini,900MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi-v7a;armeabi,27,3.2
AllView,A8 Lite,A8_Lite,964MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2.0
AllView,P9 Energy,P9_Energy,3824MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P6 Lite,P6_lite,967-968MB,Phone,Mediatek MT6580,480x854,213,armeabi-v7a;armeabi,22;23,2.0
AllView,V2 Viper X plus,V2_Viper_X_plus,2933-2935MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0
AllView,X5_Soul_Style,X5_Soul_Style,2828MB,Phone,Mediatek MT6762,1500x720,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
AllView,P6 Energy Lite,P6_Energy_Lite,925MB,Phone,Mediatek MT6753,480x854,213,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,Viva i7G,Viva_i7G,933MB,Tablet,Intel C3230RK,600x1024,160,x86;armeabi-v7a;armeabi,22,2.0
AllView,AX502,AX502,957MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,24,2.0
AllView,P9 Energy Lite 2017,P9_Energy_Lite_2017,2932MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,Viva H801 LTE,Viva_H801_LTE,917-926MB,Tablet,Mediatek MT8735,1280x800,213,armeabi-v7a;armeabi,23;24,3.0;3.1
AllView,V2 Viper Xe,V2_Viper_Xe,2921MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P6 Pro,P6_Pro,918-920MB,Phone,Mediatek MT6735M,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0
AllView,Viva_H701_LTE,Viva_H701_LTE,925-931MB,Phone,Mediatek MT8735,600x1024,160;213,armeabi-v7a;armeabi,22;24,3.0;3.1
AllView,Viva i701G,Viva_i701G,933MB,Tablet,Intel C3230RK,600x1024,160,x86;armeabi-v7a;armeabi,22,2.0
AllView,A10 Lite,A10_Lite,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
AllView,P5 eMagic,P5_eMagic,968MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,P8 Energy,P8_Energy,1917MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,P10 Pro,P10_Pro,2890MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi-v7a;armeabi,27,3.2
AllView,X3Soul,X3_Soul,2935MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,A9 Lite,A9_Lite,964MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2.0
AllView,P9 Energy Lite,P9_Energy_Lite,2889MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,AX503,AX503,920MB,Phone,Mediatek MT8321,600x1024,240,armeabi-v7a;armeabi,27,2.0
AllView,C6 Duo,C6_Duo,976MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,P43 Easy,P43_Easy,963MB,Phone,Mediatek MT8321,480x800,240,armeabi-v7a;armeabi,24,2.0
AllView,X3 Soul Plus,X3_Soul_PLUS,3811MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P42,P42,462MB,Phone,Mediatek MT6570,480x800,240,armeabi-v7a;armeabi,23,2.0
AllView,P8 Energy mini,P8_Energy_mini,1975-1976MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,22;23,2.0
AllView,V2 Viper X,V2_Viper_X,1414-1416MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0
AllView,X2 Soul Lite,X2_Soul_Lite,927MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
AllView,P7 Lite,P7_Lite,909MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
AllView,P10 Life,P10_Life,1890MB,Phone,Mediatek MT6739WW,480x960,240,armeabi-v7a;armeabi,27,3.2
AllView,X3 Soul mini,X3_Soul_mini,920MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,P8 Life,P8_Life,1943MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
AllView,P4 Quad,P4_Quad,866MB,Phone,Mediatek MT6737,768x1280,360,armeabi-v7a;armeabi,24,3.1
AllView,P9 Energy mini,P9_Energy_mini,2922MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,X4 Soul,X4_Soul,3768MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,X3 Soul Lite,X3_Soul_Lite,2933MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P8 Energy Pro,P8_Energy_PRO,2845MB,Phone,Mediatek MT6735,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,P6  Plus,P6_plus,1983MB,Phone,Mediatek MT6580,480x854,213,armeabi-v7a;armeabi,23,2.0
AllView,P5Life,P5Life,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,21,2.0
AllView,X2 Soul PRO,X2_Soul_PRO,1886MB,Phone,Mediatek MT6752,1080x1900,480,arm64-v8a;armeabi-v7a;armeabi,21,3.0
AllView,A6 Duo,A6_Duo,976MB,Phone,Mediatek MT6572M,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,A5 Quad Plus,A5_Quad_Plus,934MB,Phone,Mediatek MT6735M,480x854,240,armeabi-v7a;armeabi,22,3.0
AllView,P6 Energy mini,P6_Energy_mini,926MB,Phone,Mediatek MT6737,480x854,213,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P8 Pro,P8_PRO,1839MB,Phone,Mediatek MT6737,1920x1080,480,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,P10_Style,P10_Style,882MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
AllView,P41 eMagic,P41_eMagic,901-967MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,23;24,2.0
AllView,Viva C701,Viva_C701,1002MB,Tablet,Allwinner A33,600x1024,160,armeabi-v7a;armeabi,22,2.0
AllView,X5 Soul Mini,X5_Soul_Mini,1878MB,Phone,Mediatek MT6739CH,720x1498,320,armeabi-v7a;armeabi,27,3.2
AllView,E4 Lite,E4_Lite,920MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,AX501Q,AX501Q,961-965MB,Phone,Mediatek MT8321,600x1024,160;213,armeabi-v7a;armeabi,22;24,2.0
AllView,X4 Soul Mini S,X4_Soul_Mini_S,927MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
AllView,V2 Viper I,V2_Viper_I,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,22,2.0
AllView,X4 Soul Infinity Plus,X4_Soul_Plus,5871MB,Phone,Mediatek MT6757V,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
AllView,X4 Soul Infinity S,X4_Soul_Infinity_S,2822MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,P5 Energy,P5_Energy,927MB,Phone,Mediatek MT6735M,480x854,240,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,E3 Jump,E3_Jump,1951MB,Phone,Mediatek MT6735,480x854,240,armeabi-v7a;armeabi,23,3.0
AllView,Viva H802 LTE,Viva_H802_LTE,1900MB,Tablet,Mediatek MT8735,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,E4,E4,1928MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,P7 PRO,P7_PRO,1915MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,A5 Lite ,A5_Lite,973MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,22,2.0
AllView,X3 Soul Style,X3_Soul_Style,2878-2917MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.1
AllView,Viva C702,Viva_C702,980MB,Tablet,Allwinner A64,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,2.0
AllView,V2 Viper E,V2_Viper_E,968MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,P5 Lite,P5_Lite,925MB,Phone,Mediatek MT6735,480x854,240,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,A7 Lite,A7_Lite,972MB,Phone,Mediatek MT6752,480x854,240,armeabi-v7a;armeabi,22,2.0
AllView,X2 Soul Style+,X2_Soul_Style_Plus,2935MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,X2 Soul Xtreme,X2_Soul_Xtreme,2710MB,Phone,Mediatek MT6795,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,A10 Lite 2019,A10_Lite_2019,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
AllView,X4 Soul Vision,X4_Soul_Vision,2808MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,Viva H1001 LTE,Viva_H1001_LTE,901-920MB,Tablet,Mediatek MT6735P,800x1280,213,armeabi-v7a;armeabi,22;24,3.0;3.1
AllView,P4 eMagic,P4_eMagic,968MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,22,2.0
AllView,X4 Soul Lite,X4_Soul_Lite,3817MB,Phone,Mediatek MT6570,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,X2 Soul Style,X2_Soul_Style,1928MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,X4 Soul Infinity L,X4_Soul_Infinity_LV,1849MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,X4 Soul Infinity L,X4_Soul_Infinity_L,1864MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,X4 Soul Mini,X4_Soul_Mini,2874MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,P6 eMagic,P6_eMagic,968MB,Phone,Mediatek MT6580,480x854,213,armeabi-v7a;armeabi,22,2.0
AllView,Viva H1002 LTE,Viva_H1002_LTE,2907MB,Tablet,Mediatek MT8735,1280x800,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,P6 Life,P6_Life,956MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,22,2.0
AllView,A9  Plus,A9_Plus,898MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
AllView,P8 eMagic,P8_eMagic,1927MB,Phone,Mediatek MT6735V,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23;24,3.0;3.1
AllView,P9 Energy S,P9_Energy_S,2857MB,Phone,Mediatek MT6573,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AllView,X4 Soul Infinity N,X4_Soul_Infinity_NV,3766MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
AllView,X4 Soul Infinity N,X4_Soul_Infinity_N,3832MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,X4 Soul Style,X4_Soul_Style,3804MB,Phone,Mediatek MT6755,1920x1080,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
AllView,A5 Easy,A5_Easy,976MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,22,2.0
AllView,V2 Viper I4G,V2_Viper_I4G,1928MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView,V2 Viper,V2_Viper,927MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
AllView,V1 Viper E,V1_Viper_E,967MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,21,2.0
AllView,E3 Living,E3_Living,927MB,Phone,Mediatek MT6735,480x854,240,arm64-v8a;armeabi-v7a;armeabi,22,3.0
AllView, X3 Soul Pro,X3_Soul_PRO,3811MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
AllView,P4 Pro,P4_Pro,866MB,Phone,Mediatek MT6737,768x1280,360,armeabi-v7a;armeabi,24,3.1
AllView,V3 Viper,V3_Viper,2868MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,26,3.1
AllView,X5 Soul Pro,X5_Soul_Pro,3765MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
alter,MIG,MIG,1883MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Altice,Altice S21,STARNAUTE4,901MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,24,2.0
Altice,S41,HS6737MT,1024MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Altice,AlTICE S12,S12,451MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,27,2.0
Altice,STARACTIVE,STARACTIVE,937MB,Phone,Mediatek MT6735M,480x854,240,armeabi-v7a;armeabi,22,3.0
Altice,STARTRAIL 7,STARTRAIL7,937MB,Phone,Mediatek MT6735M,480x854,240,armeabi-v7a;armeabi,22,3.0
Altice,ALTICE S70,S70,1821MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Altice,AlTICE S11,S11,451MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
Altice,ALTICE S60,S60,1836MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Altice,T10,T10,967MB,Tablet,Mediatek MT8163,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Altice,S61,S61,1854MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
Altice,STARNAUTE3,STARNAUTE3,967MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,23,2.0
Altice,S31,S31,909MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Altron,GI-530,GI-530,928MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Altron,GI-420,GI-420,451MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Americamovil,KIREI A5Q PLUS,Azumi_KIREI_A5Q_PLUS_AC06,958MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Amgoo,AM520,AM520,941MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Amgoo,AM535,AM535,866MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Amgoo,AM530,AM530,909MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Amgoo,AM508,AM508,921MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Amgoo,AM412,AM412,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Amgoo,AM402,AM402,458MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,23,2.0
Amgoo,AM350,AM350,941MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Amgoo,AM515,AM515,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Amgoo,AM509,AM509,908MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Amgoo,AM509,AM509-A,907MB,Phone,Mediatek MT6735,480x854,240,armeabi-v7a;armeabi,24,3.1
Amgoo,AM410,AM410,926MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Amgoo,AMGOO,AM518,921MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Andersson,TBQ_10321,TBQ_10321,983MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Andersson,TBQ-7321,TBQ-7321,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
ANEE,A1 Neo,A1_Neo,1887MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,24,2.0
ANS,Trailblazer,rugged-smartphone,967MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,22,2.0
ANS,UL40,UL40,899MB,Phone,Qualcomm MSM8909,480x800,240,armeabi-v7a;armeabi,25,3.0
AOC,A941,A941,983MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2.0
AOC,A731,A731-N1,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
AOC,A110_E,A110_E,967MB,Tablet,Mediatek MT8163,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
AOC,A741,A741,983MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2.0
AOC,AOC,A731-H1,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
AOC,AOC,AOC_A831L-D,1910MB,Tablet,Mediatek MT8735B,800x1280,160,armeabi-v7a;armeabi,24,3.1
AOC,AOC,A732G,952MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2.0
AOC,AOC,A731,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
AOC,A731-N2,A731-N2,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
AOpen,RK3288 Mini Chromebox,fievel_cheets,4015MB,PC,Rockchip RK3288,1366x768,160,armeabi-v7a;armeabi,25,3.2
AOpen,"RK3288 10"" Chromebase",tiger_cheets,4015MB,PC,Rockchip RK3288,1280x800,160,armeabi-v7a;armeabi,25,3.2
aoson,aoson,M815,1971MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
aoson,R103,R103,1976MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
aoson,M753,M753,984MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2.0
Aprix,Phat6,Phat6,1934MB,Phone,Mediatek MT8735,720x1280,240,armeabi-v7a;armeabi,27,3.1
Aprix,Tab64_T,Tab64_T,1975MB,Tablet,Mediatek MT8163,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Aqua,S1 Jazz,S1_Jazz,867MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Archos,Archos 156 Oxygen,ac156ox,1964MB,Tablet,Mediatek MT8163,1920x1080,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Archos,50e Neon,ac50ene,963MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,23,2.0
Archos,ALBA 5,ac50cr4gv2,877MB,Phone,Spreadtrum SC9832,720x1280,280,armeabi-v7a;armeabi,24,2.0
Archos,Alba 5,ac50fne,967MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,23,2.0
Archos,Archos Core 55S Ultra,ac55crsultra,1852MB,Phone,Spreadtrum SC9850K,640x1280,320,armeabi-v7a;armeabi,27,3.2
Archos,Archos Core 50 4G,ac50cr4g,1943MB,Phone,Mediatek MT6737,720x1280,280,armeabi-v7a;armeabi,24,3.1
Archos,70c Xenon,ac70cxe,964MB,Tablet,Mediatek MT8312,600x1024,160,armeabi-v7a;armeabi,22,2.0
Archos,45c Helium,ac45che,900MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,22,3.0
Archos,Bush 10'',ac101dplv2,965MB,Tablet,Mediatek MT8127,1280x800,160,armeabi-v7a;armeabi,21,2.0
Archos,55 Helium,ac55he,928MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,23,3.0
Archos,101c Platinum,ac101cpl,973MB,Tablet,Mediatek MT8127,1280x800,160,armeabi-v7a;armeabi,21,2.0
Archos,BUSH SPIRA D5.5 Dual Camera,ac55sedcv2,2872MB,Phone,Mediatek MT6737T,1080x1920,400,armeabi-v7a;armeabi,24,3.1
Archos,50c Platinum,ac50cpl,953MB,Phone,Spreadtrum SC7731,720x1280,280,armeabi-v7a;armeabi,22,2.0
Archos,Archos 50c Platinum,ac80cplv3,967MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Archos,121 Neon,ac121ne,999MB,Tablet,Rockchip RK3128,1600x900,160,armeabi-v7a;armeabi,22,2.0
Archos,Archos Access 50 4G,ac50as4g,877MB,Phone,Spreadtrum SC9832,480x854,213,armeabi-v7a;armeabi,24,2.0
Archos,Archos Core 70 3G,ac70cr3g,957MB,Phone,Mediatek MT8321,720x1280,213,armeabi-v7a;armeabi,24,2.0
Archos,Archos Core 70 3G,ac70cr3gv2,956MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,24,2.0
Archos,Alba 8'',ac80cplv2_16G,970MB,Tablet,Mediatek MT8163,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Archos,Alba 8,ac80cplv2,970MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Archos,Diamond 2 plus,ac55di2plus,3883MB,Phone,Mediatek MT6755,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Archos,80d Xenon,ac80dxe,956MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,22,2.0
Archos,Archos Access 45 4G,ac45as4g,878MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,24,2.0
Archos,40 Neon,ac40ne,456MB,Phone,Spreadtrum SC7731,480x800,240,armeabi-v7a;armeabi,22,2.0
Archos,101e neon,ac101ene,974MB,Tablet,Mediatek MT8163,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Archos,101e Neon,ac101enev2,972MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Archos,50 d Helium,ac50dhe,899MB,Phone,Qualcomm MSM8916,720x1280,280,armeabi-v7a;armeabi,22,3.0
Archos,Archos Hello 7,ac70hello,1966MB,Tablet,Mediatek MT8167B,1280x800,213,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Archos,Logic Instrument Fieldbook F1B,lifbf1b,1886MB,Phone,Mediatek MT6753,1080x1920,360,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Archos,50d Neon,ac50dne,953MB,Phone,Spreadtrum SC7731,540x960,240,armeabi-v7a;armeabi,22,2.0
Archos,Archos Sense 47 X,ac47xse,927MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Archos,50f Helium,ac50fhe,1915MB,Phone,Qualcomm MSM8909,720x1280,280,armeabi-v7a;armeabi,23,3.0
Archos,BUSH SPIRA B3 5.5,ac55cop,927-1945MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,22;23,3.0
Archos,55 Helium Plus,ac55heplus,920MB,Phone,Mediatek MT6735P,720x1280,280,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Archos,Archos Access 50 Color 3G,ac50asclr3g,926MB,Phone,Spreadtrum SC7731C,480x854,213,armeabi-v7a;armeabi,24,2.0
